,expt,cond,var_feature1,user_id,material,material_variant,answer_text,rater_order,all_ans_codes,all_senti_js,all_obj_js,best_senti,best_obj,best_ans,order,comment,pos,neg,neither,resolve
71,expt1,cond2a,UNEXP-GOOD,59d38aa7db0cc9000147898f,alan_plane,non-goal,He gets an upgrade to first class.,mk kc mq,ap_pos_ans2 ap_pos_ans2 ap_pos_ans2,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_pos_ans2,to_do,,1,0,0,0
72,,,,,,,,,,,,,,,,,0,0,0,0
73,expt1,cond2a,UNEXP-GOOD,5a78fa01527fd00001464f8d,alan_plane,non-goal,As Alan heads out. he sees an old friend and deicides to invite him for lunch.,mk kc mq,ap_other ap_other ap_other,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_other,to_do,,1,0,0,0
74,,,,,,,,,,,,,,,,,0,0,0,0
75,expt1,cond2a,UNEXP-GOOD,5ac7ad53e1546900019c1d75,alan_plane,non-goal,"His seatmate on the airplane happens to be a famous photographer that Alan was just reading about in the magazine, and they become friends.",mk kc mq,ap_pos_ans5 ap_pos_ans5 ap_pos_ans5,pos pos pos,non_goal_obj non_goal_obj both_objs,pos,non_goal_obj,ap_pos_ans5,to_do,,1,0,0,0
76,,,,,,,,,,,,,,,,,0,0,0,0
77,expt1,cond2a,UNEXP-GOOD,5ad07b06a010190001b35393,alan_plane,non-goal,He checks his bag into the Ryanair desk after waiting in a long queue because he didn't want to pay the extra for speedy boarding. The snappy check in girl is too busy flirting with her colleague to notice that Alan is 2kg over his luggage allowance. Alan is happy because the luggage charges would have been more than the cost of his Â£19.99 flight to Reus.,mk kc mq,ap_pos_ans1 ap_other ap_pos_ans1,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,ap_pos_ans1,to_do,,1,0,0,0
78,,,,,,,,,,,,,,,,,0,0,0,0
79,expt1,cond2a,UNEXP-GOOD,5b0057d3aa34eb0001e3deae,alan_plane,non-goal,Alan's flight is expected to arrive early.,mk kc mq,ap_pos_ans4 ap_pos_ans4 ap_other,pos pos pos,neither_obj neither_obj goal_obj,pos,neither_obj,ap_pos_ans4,to_do,,1,0,0,0
80,,,,,,,,,,,,,,,,,0,0,0,0
81,expt1,cond2a,UNEXP-GOOD,5b11aaedc85dc400016213c2,alan_plane,non-goal,got the flight for free,mk kc mq,ap_pos_ans3 ap_pos_ans3 ap_pos_ans3,pos pos pos,neither_obj neither_obj goal_obj,pos,neither_obj,ap_pos_ans3,to_do,,1,0,0,0
82,,,,,,,,,,,,,,,,,0,0,0,0
83,expt1,cond2a,UNEXP-GOOD,5b16fa93dbae3e00017e6a3c,alan_plane,non-goal,he gets upgraded to first class,mk kc mq,ap_pos_ans2 ap_pos_ans2 ap_pos_ans2,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_pos_ans2,to_do,,1,0,0,0
84,,,,,,,,,,,,,,,,,0,0,0,0
85,expt1,cond2a,UNEXP-GOOD,5b17c12f44127b00013f8687,alan_plane,non-goal,Alan is seated next to a beautiful woman on the plane. They talk all flight and exchange numbers when they land.,mk kc mq,ap_other ap_other ap_other,pos pos pos,goal_obj neither_obj goal_obj,pos,goal_obj,ap_other,to_do,,1,0,0,0
86,,,,,,,,,,,,,,,,,0,0,0,0
87,expt1,cond2a,UNEXP-GOOD,5b17d6a74c72120001f1b3cf,alan_plane,non-goal,his flight was cheaper than expected,mk kc mq,ap_pos_ans3 ap_pos_ans3 ap_pos_ans3,pos pos pos,goal_obj neither_obj goal_obj,pos,goal_obj,ap_pos_ans3,to_do,,1,0,0,0
88,,,,,,,,,,,,,,,,,0,0,0,0
89,expt1,cond2a,UNEXP-GOOD,5b17e76a44127b00013f8aac,alan_plane,non-goal,the airport is empty and he goes through quickly,mk kc mq,ap_pos_ans4 ap_pos_ans4 ap_other,pos pos pos,neither_obj neither_obj goal_obj,pos,neither_obj,ap_pos_ans4,to_do,,1,0,0,0
90,,,,,,,,,,,,,,,,,0,0,0,0
91,expt1,cond2a,UNEXP-GOOD,5b17e84168a5ed00017337bf,alan_plane,non-goal,He gets a complimentary meal on the plane,mk kc mq,ap_other ap_other ap_other,pos pos pos,goal_obj neither_obj goal_obj,pos,goal_obj,ap_other,to_do,,1,0,0,0
92,,,,,,,,,,,,,,,,,0,0,0,0
93,expt1,cond2a,UNEXP-GOOD,5b17ea6244127b00013f8aec,alan_plane,non-goal,He got upgraded to first class,mk kc mq,ap_pos_ans2 ap_pos_ans2 ap_pos_ans2,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_pos_ans2,to_do,,1,0,0,0
94,,,,,,,,,,,,,,,,,0,0,0,0
95,expt1,cond2a,UNEXP-GOOD,content://media/external/file/11653,alan_plane,non-goal,The taxi takes a short cut,mk kc mq,ap_pos_ans4 ap_pos_ans4 ap_other,pos pos neither,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,ap_pos_ans4,to_do,,1,0,0,0
96,,,,,,,,,,,,,,,,,0,0,0,0
97,expt1,cond2b,UNEXP-GOOD,554fd2c3fdf99b08ccc4e736,alan_plane,goal,Alan got a free upgrade to first class,mk kc mq,ap_pos_ans2 ap_pos_ans2 ap_pos_ans2,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_pos_ans2,to_do,,1,0,0,0
98,,,,,,,,,,,,,,,,,0,0,0,0
99,expt1,cond2b,UNEXP-GOOD,57659aaa7805730001ecfc7e,alan_plane,goal,he got a discount on his ticket ,mk kc mq,ap_pos_ans3 ap_pos_ans3 ap_pos_ans3,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_pos_ans3,to_do,,1,0,0,0
100,,,,,,,,,,,,,,,,,0,0,0,0
101,expt1,cond2b,UNEXP-GOOD,584c24fb89af650001c552ad,alan_plane,goal,gets a free upgrade to 1st class,mk kc mq,ap_pos_ans2 ap_pos_ans2 ap_pos_ans2,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_pos_ans2,to_do,,1,0,0,0
102,,,,,,,,,,,,,,,,,0,0,0,0
103,expt1,cond2b,UNEXP-GOOD,59860ea5fd8cca00015cba4d,alan_plane,goal,the baggage handlers didn't break his bag trying to search for it for once,mk kc mq,ap_pos_ans1 ap_other ap_other,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,ap_other,to_do,,1,0,0,0
104,,,,,,,,,,,,,,,,,0,0,0,0
105,expt1,cond2b,UNEXP-GOOD,5a0479f2ab721b0001ef73f2,alan_plane,goal,It crashes and he dies,mk kc mq,ap_neg_ans6 ap_neg_ans6 ap_neg_ans6,neg neg neg,goal_obj neither_obj neither_obj,neg,neither_obj,ap_neg_ans6,to_do,,0,1,0,0
106,,,,,,,,,,,,,,,,,0,0,0,0
107,expt1,cond2b,UNEXP-GOOD,5a1a566a6e1ea9000124f97d,alan_plane,goal,his bags are free to check,mk kc mq,ap_pos_ans1 ap_other ap_pos_ans1,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,ap_pos_ans1,to_do,,1,0,0,0
108,,,,,,,,,,,,,,,,,0,0,0,0
109,expt1,cond2b,UNEXP-GOOD,5a3a829550833c0001eeb6e6,alan_plane,goal,his wife told him she's pregnant,mk kc mq,ap_other ap_other ap_other,pos pos neither,neither_obj neither_obj neither_obj,pos,neither_obj,ap_other,to_do,,1,0,0,0
110,,,,,,,,,,,,,,,,,0,0,0,0
111,expt1,cond2b,UNEXP-GOOD,5aeaee620ef2f20001859359,alan_plane,goal,The airport offers him a free meal on the plane for being a loyal customer,mk kc mq,ap_other ap_other ap_other,pos pos pos,neither_obj neither_obj goal_obj,pos,neither_obj,ap_other,to_do,,1,0,0,0
112,,,,,,,,,,,,,,,,,0,0,0,0
113,expt1,cond2b,UNEXP-GOOD,5b1550c851caaf00012290f4,alan_plane,goal,Alan see his favourite photographer when checking his bags in and stops to speak to him to get some tips on photography,mk kc mq,ap_pos_ans5 ap_pos_ans5 ap_pos_ans5,pos pos pos,goal_obj goal_obj both_objs,pos,goal_obj,ap_pos_ans5,to_do,,1,0,0,0
114,,,,,,,,,,,,,,,,,0,0,0,0
115,expt1,cond2b,UNEXP-GOOD,5b158b62e9270900013c729f,alan_plane,goal,Alan's plane ticket is upgraded to business class and the flight is much more enjoyable.,mk kc mq,ap_pos_ans2 ap_pos_ans2 ap_pos_ans2,pos pos pos,neither_obj neither_obj goal_obj,pos,neither_obj,ap_pos_ans2,to_do,,1,0,0,0
116,,,,,,,,,,,,,,,,,0,0,0,0
117,expt1,cond2b,UNEXP-GOOD,5b16ca82f6cef000014288f4,alan_plane,goal,Alan is promoted to first class at the last moment.  He enjoys is flight with a glass of wine and a great meal.,mk kc mq,ap_pos_ans2 ap_pos_ans2 ap_pos_ans2,pos pos pos,neither_obj neither_obj goal_obj,pos,neither_obj,ap_pos_ans2,to_do,,1,0,0,0
118,,,,,,,,,,,,,,,,,0,0,0,0
119,expt1,cond2b,UNEXP-GOOD,5b16cd7e3522660001b3c81f,alan_plane,goal,"Turns out, a photographer he likes is currently running an exhibition in New York. Alan will be there while it's on and the photographer will be there as well. ",mk kc mq,ap_pos_ans5 ap_pos_ans5 ap_pos_ans5,pos pos pos,neither_obj neither_obj both_objs,pos,neither_obj,ap_pos_ans5,to_do,,1,0,0,0
120,,,,,,,,,,,,,,,,,0,0,0,0
121,expt1,cond2b,UNEXP-GOOD,5b16ce9e3721b50001324432,alan_plane,goal,He decides that he would like to pursue a hobby in photography after seeing amazing sunsets and clouds formulating as he was flying through the stratosphere. ,mk kc mq,ap_pos_ans5 ap_pos_ans5 ap_pos_ans5,pos pos pos,neither_obj neither_obj non_goal_obj,pos,neither_obj,ap_pos_ans5,to_do,,1,0,0,0
122,,,,,,,,,,,,,,,,,0,0,0,0
123,expt1,cond2b,UNEXP-GOOD,5b171d153522660001b3d040,alan_plane,goal,His taxi gets to the airport much quicker than expected,mk kc mq,ap_pos_ans4 ap_pos_ans4 ap_pos_ans4,pos pos pos,both_objs neither_obj both_objs,pos,both_objs,ap_pos_ans4,to_do,,1,0,0,0
124,,,,,,,,,,,,,,,,,0,0,0,0
125,expt1,cond2b,UNEXP-GOOD,5b17a234f6cef00001429993,alan_plane,goal,he got an upgrade,mk kc mq,ap_pos_ans2 ap_pos_ans2 ap_pos_ans2,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_pos_ans2,to_do,,1,0,0,0
126,,,,,,,,,,,,,,,,,0,0,0,0
127,expt1,cond2b,UNEXP-GOOD,5b17ca023721b5000132584f,alan_plane,goal,He finds someone equally into photography and they chat,mk kc mq,ap_pos_ans5 ap_pos_ans5 ap_pos_ans5,pos pos pos,neither_obj neither_obj non_goal_obj,pos,neither_obj,ap_pos_ans5,to_do,,1,0,0,0
128,,,,,,,,,,,,,,,,,0,0,0,0
129,expt1,cond2b,UNEXP-GOOD,jennifermfunk14@gmail.com,alan_plane,goal,"Wings sprout from Alan's backside, and he flies himself to New York after getting a partial refund on his ticket.",mk kc mq,ap_other ap_other ap_other,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,ap_other,to_do,,1,0,0,0
130,,,,,,,,,,,,,,,,,0,0,0,0
131,expt1,cond3a,UNEXP-BAD,5966488ea670a1000194268a,alan_plane,non-goal,As Alan checks his bags he realises that he has forgotten his passport.,mk kc mq,ap_neg_ans3 ap_neg_ans3 ap_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,ap_neg_ans3,to_do,,0,1,0,0
132,,,,,,,,,,,,,,,,,0,0,0,0
133,expt1,cond3a,UNEXP-BAD,5a7b73b5f1408d0001762c95,alan_plane,non-goal,his bags ended up on a different plane ,mk kc mq,ap_neg_ans1 ap_neg_ans1 ap_neg_ans1,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,ap_neg_ans1,to_do,,0,1,0,0
134,,,,,,,,,,,,,,,,,0,0,0,0
135,expt1,cond3a,UNEXP-BAD,5aad0ef4fb22320001ba97ee,alan_plane,non-goal,Alan's flight was cancelled. ,mk kc mq,ap_neg_ans6 ap_neg_ans6 ap_neg_ans6,neg neg neg,neither_obj neither_obj goal_obj,neg,neither_obj,ap_neg_ans6,to_do,,0,1,0,0
136,,,,,,,,,,,,,,,,,0,0,0,0
137,expt1,cond3a,UNEXP-BAD,5b04db61d7af450001ebfaf3,alan_plane,non-goal,The flight has been cancelled,mk kc mq,ap_neg_ans6 ap_neg_ans6 ap_neg_ans6,neg neg neg,goal_obj neither_obj goal_obj,neg,goal_obj,ap_neg_ans6,to_do,,0,1,0,0
138,,,,,,,,,,,,,,,,,0,0,0,0
139,expt1,cond3a,UNEXP-BAD,5b0a16019663ee00014555f5,alan_plane,non-goal,The airport loses his luggage,mk kc mq,ap_neg_ans1 ap_neg_ans1 ap_neg_ans1,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,ap_neg_ans1,to_do,,0,1,0,0
140,,,,,,,,,,,,,,,,,0,0,0,0
141,expt1,cond3a,UNEXP-BAD,5b0abfcf451e0f0001a0fc9a,alan_plane,non-goal,"Alan's plane is broken and significantly delayed and he's stuck on the tarmac in the plane for seven hours, missing an important event.",mk kc mq,ap_neg_ans6 ap_neg_ans6 ap_neg_ans6,neg neg neg,goal_obj neither_obj goal_obj,neg,goal_obj,ap_neg_ans6,to_do,,0,1,0,0
142,,,,,,,,,,,,,,,,,0,0,0,0
143,expt1,cond3a,UNEXP-BAD,5b0bedd39663ee00014581e9,alan_plane,non-goal,Alan missed his flight ,mk kc mq,ap_neg_ans5 ap_neg_ans5 ap_neg_ans5,neg neg neg,goal_obj neither_obj goal_obj,neg,goal_obj,ap_neg_ans5,to_do,,0,1,0,0
144,,,,,,,,,,,,,,,,,0,0,0,0
145,expt1,cond3a,UNEXP-BAD,5b11e4c71e55760001b9e0c6,alan_plane,non-goal,The airport informs him his bags weigh too much and it'll cost two-hundred dollars to fly with them.,mk kc mq,ap_neg_ans1 ap_neg_ans1 ap_neg_ans1,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,ap_neg_ans1,to_do,,0,1,0,0
146,,,,,,,,,,,,,,,,,0,0,0,0
147,expt1,cond3a,UNEXP-BAD,5b137177bd9c31000156d6ef,alan_plane,non-goal,The airport lost his luggage,mk kc mq,ap_neg_ans1 ap_neg_ans1 ap_neg_ans1,neg neg neg,neither_obj neither_obj goal_obj,neg,neither_obj,ap_neg_ans1,to_do,,0,1,0,0
148,,,,,,,,,,,,,,,,,0,0,0,0
149,expt1,cond3a,UNEXP-BAD,5b1477d030d562000155f0b0,alan_plane,non-goal,"his bags were over the weight allowance, so he had to pay more to travel",mk kc mq,ap_neg_ans1 ap_neg_ans1 ap_neg_ans1,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,ap_neg_ans1,to_do,,0,1,0,0
150,,,,,,,,,,,,,,,,,0,0,0,0
151,expt1,cond3a,UNEXP-BAD,5b15d20c444cef0001cb1153,alan_plane,non-goal,He might miss the plane.,mk kc mq,ap_neg_ans5 ap_neg_ans5 ap_neg_ans5,neg neg neg,goal_obj neither_obj goal_obj,neg,goal_obj,ap_neg_ans5,to_do,,0,1,0,0
152,,,,,,,,,,,,,,,,,0,0,0,0
153,expt1,cond3a,UNEXP-BAD,5b1672fdf6cef000014281ac,alan_plane,non-goal,He has to pay to check his bags.,mk kc mq,ap_neg_ans1 ap_neg_ans1 ap_neg_ans1,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,ap_neg_ans1,to_do,,0,1,0,0
