,user_id,answer_text,expt,ans_code,ans_count,val_code,val_count,material,cond
82,572e0682bb6cca000e53dfa2,"As she enters the shop her husband is at the counter, buying her chocolate and flowers.",expt3_1,sw_pos_ans5,1.0,pos,1.0,sally_wine,neg_mat
83,572e0682bb6cca000e53dfa2,Her colleagues are outside waiting for her and cheer and applaud as she pulls up in the taxi.,expt3_1,bm_pos_ans3,1.0,pos,1.0,belinda_meeting,pos_mat
84,572e0682bb6cca000e53dfa2,Her flatmate has had a promotion at work and decided to share her joy with Mary (she normally not being too good at pulling her weight around the house).,expt3_1,other,1.0,pos,1.0,mary_food,pos_mat
85,572e0682bb6cca000e53dfa2,"His boss apologies for taking him for granted, and gives him a pay rise.",expt3_1,bj_pos_ans2,1.0,pos,1.0,bob_job,neg_mat
86,572e0682bb6cca000e53dfa2,"She blows her ATM cash on a fabulous dress and shoes, to cheer herself up - even though she knows she can't afford them - and when she gets to the till to pay she's told she's the company's millionth customer, and not only are her purchases free but she gets a voucher for 10,000 (Pounds or Euros).",expt3_1,other,1.0,pos,1.0,louise_shopping,neg_mat
87,572e0682bb6cca000e53dfa2,The bank says yes.,expt3_1,ll_pos_ans2,1.0,pos,1.0,lucy_loan,neg_mat
88,572e0682bb6cca000e53dfa2,"The chain broke on his bike, and he gets oil all over his trousers.",expt3_1,pc_neg_ans2,1.0,neg,1.0,peter_college,pos_mat
89,572e0682bb6cca000e53dfa2,"The lawnmower won't work (run out of petrol, or the electrical cable has been chewed through by a mouse).",expt3_1,sg_neg_ans4,1.0,neg,1.0,steve_garden,neg_mat
90,57b45ea3f6b9390001af209f,Goes to wrong venue,expt3_1,bm_neg_ans6,1.0,neg,1.0,belinda_meeting,pos_mat
91,57b45ea3f6b9390001af209f,He fell off his bike,expt3_1,pc_neg_ans1,1.0,neg,1.0,peter_college,pos_mat
92,57b45ea3f6b9390001af209f,He found a spelling mistake,expt3_1,re_neg_ans3,1.0,neg,1.0,robert_essay,pos_mat
93,57b45ea3f6b9390001af209f,He quit,expt3_1,bj_neg_ans3,1.0,neg,1.0,bob_job,neg_mat
94,57b45ea3f6b9390001af209f,She ate the pizza,expt3_1,other,1.0,neither,1.0,mary_food,pos_mat
95,57b45ea3f6b9390001af209f,The ATM wont give her cash,expt3_1,ls_neg_ans2,1.0,neg,1.0,louise_shopping,neg_mat
96,57b45ea3f6b9390001af209f,They give her the money,expt3_1,ll_pos_ans2,1.0,pos,1.0,lucy_loan,neg_mat
97,57b45ea3f6b9390001af209f,he crashes his car,expt3_1,sd_neg_ans3,1.0,neg,1.0,sam_driving,pos_mat
98,57b45ea3f6b9390001af209f,she stole the bottle,expt3_1,other,1.0,neg,1.0,sally_wine,neg_mat
99,57b45ea3f6b9390001af209f,the lawnmower doesn't work,expt3_1,sg_neg_ans4,1.0,neg,1.0,steve_garden,neg_mat
100,57d02eeec6c5ed00013fac58,A lot of new people are there.,expt3_1,other,1.0,neither,1.0,belinda_meeting,pos_mat
101,57d02eeec6c5ed00013fac58,He gets the sack,expt3_1,bj_neg_ans1,1.0,neg,1.0,bob_job,neg_mat
102,57d02eeec6c5ed00013fac58,His usual professor is absent and there is a different one.,expt3_1,pc_pos_ans6,1.0,neither,1.0,peter_college,pos_mat
103,57d02eeec6c5ed00013fac58,It's perfect on first reading,expt3_1,re_pos_ans7,1.0,pos,1.0,robert_essay,pos_mat
104,57d02eeec6c5ed00013fac58,She gets a bigger loan than expected,expt3_1,other,1.0,pos,1.0,lucy_loan,neg_mat
105,57d02eeec6c5ed00013fac58,The lawnmower is not working,expt3_1,sg_neg_ans4,1.0,neg,1.0,steve_garden,neg_mat
106,57d02eeec6c5ed00013fac58,The pizza is stone cold,expt3_1,mf_neg_ans1,1.0,neg,1.0,mary_food,pos_mat
107,57d02eeec6c5ed00013fac58,The shop is closed,expt3_1,sw_neg_ans5,1.0,neg,1.0,sally_wine,neg_mat
108,57d02eeec6c5ed00013fac58,There are no problems and roads quieter than ever.,expt3_1,sd_pos_ans3,1.0,pos,1.0,sam_driving,pos_mat
109,57d02eeec6c5ed00013fac58,There's more money than expected in her account.,expt3_1,ls_pos_ans2,1.0,pos,1.0,louise_shopping,neg_mat
110,57dd766bbcd7150001ded5de,Bob is unhappy with his job and is likely of a mind to quit.,expt3_1,bj_neg_ans3,1.0,neg,1.0,bob_job,neg_mat
111,57dd766bbcd7150001ded5de,He is expecting trouble on the roads as he is speeding and checking the traffic reports even though there is light traffic.,expt3_1,sd_neg_ans1,1.0,neg,1.0,sam_driving,pos_mat
112,57dd766bbcd7150001ded5de,He likely is pressed for time given he is staying up late.,expt3_1,other,1.0,neg,1.0,robert_essay,pos_mat
113,57dd766bbcd7150001ded5de,He was not able to go to the class on time like he usually does as the professor is Peter's fave.,expt3_1,pc_neg_ans3,1.0,neg,1.0,peter_college,pos_mat
114,57dd766bbcd7150001ded5de,She had to go right to the meeting instead of palling around.,expt3_1,other,1.0,neg,1.0,belinda_meeting,pos_mat
115,57dd766bbcd7150001ded5de,She is going to be hard up for money as she received a pay cut.,expt3_1,ls_neg_ans1,1.0,neg,1.0,louise_shopping,neg_mat
116,57dd766bbcd7150001ded5de,She was unable to get any value from her current car to trade it in to the dealer.,expt3_1,other,1.0,neg,1.0,lucy_loan,neg_mat
117,57dd766bbcd7150001ded5de,She wound up not being able to get food on her way home but had to rely on her flat mate for food.,expt3_1,mf_pos_ans1,1.0,neither,1.0,mary_food,pos_mat
118,57dd766bbcd7150001ded5de,Something like an injury as Steve has not tended his garden in weeks and he is simply going to cut the grass.,expt3_1,sg_neg_ans7,1.0,neg,1.0,steve_garden,neg_mat
119,57dd766bbcd7150001ded5de,There seems to be money problems in the household.,expt3_1,other,1.0,neg,1.0,sally_wine,neg_mat
120,580618c894364b00011f46c2,An unexpected accident ahead slows him down,expt3_1,sd_neg_ans1,1.0,neg,1.0,sam_driving,pos_mat
121,580618c894364b00011f46c2,He finds errors in his essay,expt3_1,re_neg_ans3,1.0,neg,1.0,robert_essay,pos_mat
122,580618c894364b00011f46c2,He gets fired. ,expt3_1,bj_neg_ans1,1.0,neg,1.0,bob_job,neg_mat
123,580618c894364b00011f46c2,He is late because he rides a bike,expt3_1,pc_neg_ans3,1.0,neg,1.0,peter_college,pos_mat
124,580618c894364b00011f46c2,Her car is worthless,expt3_1,other,1.0,neg,1.0,lucy_loan,neg_mat
125,580618c894364b00011f46c2,Her flat-mate left pizza for her ,expt3_1,mf_pos_ans1,1.0,pos,1.0,mary_food,pos_mat
126,580618c894364b00011f46c2,Her husband divorces her,expt3_1,sw_neg_ans7,1.0,neg,1.0,sally_wine,neg_mat
127,580618c894364b00011f46c2,His lawnmower doesn't work,expt3_1,sg_neg_ans4,1.0,neg,1.0,steve_garden,neg_mat
128,580618c894364b00011f46c2,She draws money even though she shouldn't ,expt3_1,ls_neg_ans1,1.0,neg,1.0,louise_shopping,neg_mat
129,580618c894364b00011f46c2,she was late.,expt3_1,bm_neg_ans2,1.0,neg,1.0,belinda_meeting,pos_mat
130,58066308240a2d0001e6ae97,He gets sacked ,expt3_2,bj_neg_ans1,1.0,neg,1.0,bob_job,pos_mat
131,58066308240a2d0001e6ae97,None of them arrive ,expt3_2,other,1.0,neg,1.0,belinda_meeting,neg_mat
132,58066308240a2d0001e6ae97,Some one robs her ,expt3_2,ls_neg_ans3,1.0,neg,1.0,louise_shopping,pos_mat
133,58066308240a2d0001e6ae97,There is diversions because of road works and it will now take him an extra 15 mins to get home,expt3_2,sd_neg_ans1,1.0,neg,1.0,sam_driving,neg_mat
134,58066308240a2d0001e6ae97,a car runs over him,expt3_2,pc_neg_ans1,1.0,neg,1.0,peter_college,neg_mat
135,58066308240a2d0001e6ae97,he notices more flowers have grown after he cuts the grass ,expt3_2,sg_pos_ans3,1.0,pos,1.0,steve_garden,pos_mat
136,58066308240a2d0001e6ae97,he realises he has made so much mistakes that it will be impossible to finish on time ,expt3_2,re_neg_ans3,1.0,neg,1.0,robert_essay,neg_mat
137,58066308240a2d0001e6ae97,her favorite wine is down in price ,expt3_2,sw_pos_ans2,1.0,pos,1.0,sally_wine,pos_mat
138,58066308240a2d0001e6ae97,she got caught eating pizza crusts ,expt3_2,mf_neg_ans5,1.0,neg,1.0,mary_food,neg_mat
139,58066308240a2d0001e6ae97,she was refused a loan,expt3_2,ll_neg_ans1,1.0,neg,1.0,lucy_loan,pos_mat
140,582470f7e198b200012fc7e7,A stranger passing by sees her car and offers to buy it as a classic car.,expt3_1,ll_pos_ans1,1.0,pos,1.0,lucy_loan,neg_mat
141,582470f7e198b200012fc7e7,He discovers a hibernating hedgehog and realises that his 'mess' is ideal habitat for wildlife.,expt3_1,sg_pos_ans3,1.0,pos,1.0,steve_garden,neg_mat
142,582470f7e198b200012fc7e7,"He hears a radio appeal for soccer coaches for kids, and he decides to volunteer",expt3_1,other,1.0,pos,1.0,sam_driving,pos_mat
143,582470f7e198b200012fc7e7,He suddenly realises that he has completely misunderstood the question,expt3_1,re_neg_ans3,1.0,neg,1.0,robert_essay,pos_mat
144,582470f7e198b200012fc7e7,Her flat mate has left a note under the pizza to says Mary's favourite ice cream is in the freezer.,expt3_1,mf_pos_ans3,1.0,pos,1.0,mary_food,pos_mat
145,582470f7e198b200012fc7e7,His bike gets a flat wheel.,expt3_1,pc_neg_ans2,1.0,neg,1.0,peter_college,pos_mat
146,582470f7e198b200012fc7e7,"His boss is glad to see him, and agrees to something about the issues Bob identifies.",expt3_1,bj_pos_ans3,1.0,pos,1.0,bob_job,neg_mat
147,582470f7e198b200012fc7e7,She suddenly decides to keep walking and not go home to her husband,expt3_1,other,1.0,neither,1.0,sally_wine,neg_mat
148,582470f7e198b200012fc7e7,The clothes shop is having a closing down sale.,expt3_1,ls_pos_ans4,1.0,pos,1.0,louise_shopping,neg_mat
149,582470f7e198b200012fc7e7,They announce that they're taking her out to lunch to welcome her.,expt3_1,bm_pos_ans3,1.0,pos,1.0,belinda_meeting,pos_mat
150,5833e52deffe9300018f8380,Instead if euros the ATM spits out dollars ,expt3_2,ls_neg_ans2,1.0,neg,1.0,louise_shopping,pos_mat
151,5833e52deffe9300018f8380,as he pulls the cord to start the mower it breaks ,expt3_2,sg_neg_ans1,1.0,neg,1.0,steve_garden,pos_mat
152,5833e52deffe9300018f8380,as she enters the meeting room two men are fighting on a table,expt3_2,bm_neg_ans8,1.0,neg,1.0,belinda_meeting,neg_mat
153,5833e52deffe9300018f8380,he is hit by a bus,expt3_2,pc_neg_ans1,1.0,neg,1.0,peter_college,neg_mat
154,5833e52deffe9300018f8380,he realizes he has accidentally stumbled on the meaning of life,expt3_2,other,1.0,pos,1.0,robert_essay,neg_mat
155,5833e52deffe9300018f8380,his boss tells him the company is closing and he lost his job,expt3_2,bj_neg_ans1,1.0,neg,1.0,bob_job,pos_mat
156,5833e52deffe9300018f8380,she buys a scratch card and wins a million ,expt3_2,sw_pos_ans3,1.0,pos,1.0,sally_wine,pos_mat
157,5833e52deffe9300018f8380,the bank tell Lucy she is bankrupt so cannot get a loan,expt3_2,ll_neg_ans1,1.0,neg,1.0,lucy_loan,pos_mat
158,5833e52deffe9300018f8380,they report that her house is on fire and causing delays ,expt3_2,sd_neg_ans1,1.0,neg,1.0,sam_driving,neg_mat
159,5833e52deffe9300018f8380,when she turns around the crusts are gone,expt3_2,other,1.0,neither,1.0,mary_food,neg_mat
160,5873e83d1ed9d1000105084e,Bob gets a promotion.,expt3_2,bj_pos_ans2,1.0,pos,1.0,bob_job,pos_mat
161,5873e83d1ed9d1000105084e,Her colleagues were pleasant,expt3_2,bm_pos_ans3,1.0,pos,1.0,belinda_meeting,neg_mat
162,5873e83d1ed9d1000105084e,Sam finds a shortcut and makes it home,expt3_2,sd_pos_ans4,1.0,pos,1.0,sam_driving,neg_mat
163,5873e83d1ed9d1000105084e,She can't find her keys again to go out to the supermarket,expt3_2,mf_neg_ans3,1.0,neg,1.0,mary_food,neg_mat
164,5873e83d1ed9d1000105084e,The bank reject her loan application,expt3_2,ll_neg_ans1,1.0,neg,1.0,lucy_loan,pos_mat
165,5873e83d1ed9d1000105084e,The essay ends up being great,expt3_2,re_pos_ans7,1.0,pos,1.0,robert_essay,neg_mat
166,5873e83d1ed9d1000105084e,The garden looks great after just having the grass cut,expt3_2,sg_pos_ans1,1.0,pos,1.0,steve_garden,pos_mat
167,5873e83d1ed9d1000105084e,The lecturer is someone different,expt3_2,pc_pos_ans6,1.0,neither,1.0,peter_college,neg_mat
168,5873e83d1ed9d1000105084e,The money blows away,expt3_2,ls_neg_ans3,1.0,neg,1.0,louise_shopping,pos_mat
169,5873e83d1ed9d1000105084e,They don't have any wine left,expt3_2,sw_neg_ans1,1.0,neg,1.0,sally_wine,pos_mat
170,587958ee2bd3c9000185a34c,He gets a raise.,expt3_1,bj_pos_ans2,1.0,pos,1.0,bob_job,neg_mat
171,587958ee2bd3c9000185a34c,"He has accidentally saved an earlier draft over his final draft, erasing hours of work.",expt3_1,re_neg_ans2,1.0,neg,1.0,robert_essay,pos_mat
172,587958ee2bd3c9000185a34c,"Her husband surprises her with another bottle of wine, and flowers.",expt3_1,sw_pos_ans5,1.0,pos,1.0,sally_wine,neg_mat
173,587958ee2bd3c9000185a34c,"She finds a car model very similar to her old, painted the colour she always wanted.",expt3_1,other,1.0,pos,1.0,lucy_loan,neg_mat
174,587958ee2bd3c9000185a34c,She's gotten a large sum of money in her bank account as compensation for something.,expt3_1,ls_pos_ans2,1.0,pos,1.0,louise_shopping,neg_mat
175,587958ee2bd3c9000185a34c,The lecture is being held by a different professor than expected.  His favourite professor is home sick.,expt3_1,pc_pos_ans6,1.0,neg,1.0,peter_college,pos_mat
176,587958ee2bd3c9000185a34c,The meeting was actually in a different city.,expt3_1,bm_neg_ans6,1.0,neg,1.0,belinda_meeting,pos_mat
177,587958ee2bd3c9000185a34c,"The next day, her keys have disappeared.",expt3_1,mf_neg_ans3,1.0,neg,1.0,mary_food,pos_mat
178,587958ee2bd3c9000185a34c,The radio tells him there has been an accident further up the road.  He will be late home.,expt3_1,sd_neg_ans1,1.0,neg,1.0,sam_driving,pos_mat
179,587958ee2bd3c9000185a34c,"When he finishes cutting the grass, he finds something that he had lost on the ground several weeks ago.  The overgrown grass had been concealing it.",expt3_1,sg_pos_ans3,1.0,pos,1.0,steve_garden,neg_mat
180,587bfa12f89eee0001b31187,bob gets fired,expt3_2,bj_neg_ans1,1.0,neg,1.0,bob_job,pos_mat
181,587bfa12f89eee0001b31187,he doesn't make it home,expt3_2,sd_neg_ans4,1.0,neg,1.0,sam_driving,neg_mat
182,587bfa12f89eee0001b31187,he gets in an accident ,expt3_2,pc_neg_ans1,1.0,neg,1.0,peter_college,neg_mat
183,587bfa12f89eee0001b31187,her colleagues are nice and aren't aggressive ,expt3_2,bm_pos_ans3,1.0,pos,1.0,belinda_meeting,neg_mat
184,587bfa12f89eee0001b31187,robert gets a high mark for his essay,expt3_2,re_pos_ans1,1.0,pos,1.0,robert_essay,neg_mat
185,587bfa12f89eee0001b31187,she goes to draw money from the ATM and has no money,expt3_2,ls_neg_ans1,1.0,neg,1.0,louise_shopping,pos_mat
186,587bfa12f89eee0001b31187,someone takes her keys,expt3_2,mf_neg_ans3,1.0,neg,1.0,mary_food,neg_mat
187,587bfa12f89eee0001b31187,the bank won't give her a loan,expt3_2,ll_neg_ans1,1.0,neg,1.0,lucy_loan,pos_mat
188,587bfa12f89eee0001b31187,the lawnmower is broken,expt3_2,sg_neg_ans4,1.0,neg,1.0,steve_garden,pos_mat
189,587bfa12f89eee0001b31187,the shop have no wine,expt3_2,sw_neg_ans1,1.0,neg,1.0,sally_wine,pos_mat
190,593fe3916ee2c800016c097c,His boss gives Bob a raise and promotion without his having to ask.,expt3_2,bj_pos_ans2,1.0,pos,1.0,bob_job,pos_mat
191,593fe3916ee2c800016c097c,"Louise realises expensive clothes are a rip off and decides to save her money instead, apart from a small treat at Primark for doing so well.",expt3_2,ls_pos_ans5,1.0,pos,1.0,louise_shopping,pos_mat
192,593fe3916ee2c800016c097c,"Lucy realises getting a loan when she has a car worth thousands is ridiculous, so she hangs up the phone, sells the old car and buys herself something almost new, because brand new cars depreciate immediately.",expt3_2,ll_pos_ans1,1.0,pos,1.0,lucy_loan,pos_mat
